ts_utc,ts,ats,ets,di,dt,v,scaled_v,ref_m,ref_unit,ref_l,ref_ds,ref_d,dts,s,dv,dv_per_s,rt,src
2025-11-10T05:32:19Z,1762752739000,1762752739907,1762752741972,1007842,current,0.005873575806617737,0.059,Current,,dwC1IBc9BEYZG-Q25kggmg,NU-_vRfc5KCJf2A4ksA7Yg,8_lcBmBHpJzZGuDdPUonZQ,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739907,1762752741972,1007842,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,JfI74iUT9K6atSJtMm0cyQ,8_lcBmBHpJzZGuDdPUonZQ,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739906,1762752741972,1007842,sensor_battery_level,60.0,60.0,Available Power To Transmit,,dwC1IBc9BEYZG-Q25kggmg,_S6eq431lH36zgc5OpkE6Q,8_lcBmBHpJzZGuDdPUonZQ,600000,625,-1.0,-0.0016666666666666668,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739907,1762752741972,1007845,current,0.005873575806617737,0.059,Current,,dwC1IBc9BEYZG-Q25kggmg,QWrks0cDBHbKfcmBUsRAbw,sucds3HIJDy5p-KC12WtZw,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739907,1762752741972,1007845,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,7-an9_pTJIhZ6NX0wgotag,sucds3HIJDy5p-KC12WtZw,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739909,1762752741972,1007853,current,0.006325389724224806,0.013,Current,A,dwC1IBc9BEYZG-Q25kggmg,wHfDQIJMlEToR3H-WNiBQA,uYFeYuxFxIaIPMOqEGwN_g,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739909,1762752741972,1007853,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,vcJANGO-NFsJFz_-n3B2xQ,uYFeYuxFxIaIPMOqEGwN_g,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739908,1762752741971,1007853,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,3erU48JL1BFZMd3hFlGmVA,uYFeYuxFxIaIPMOqEGwN_g,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739910,1762752741972,1007855,current,0.9750136137008667,1.95,Current,A,dwC1IBc9BEYZG-Q25kggmg,dQQaMa1_pG1pLHhV4xaQtQ,qa68jXmyxDYpamM8h3bnFQ,600000,625,0.00045180320739746094,7.530053456624349e-07,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739909,1762752741972,1007855,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,kXdlgmko1Hw7sPmcK2a_Ig,qa68jXmyxDYpamM8h3bnFQ,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739909,1762752741972,1007855,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,v523qNscJB9KtvKFIRBn2g,qa68jXmyxDYpamM8h3bnFQ,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739905,1762752741972,1007856,current,0.8037762641906738,1.608,Current,A,dwC1IBc9BEYZG-Q25kggmg,PBq9VX0kFDEoEbEbpy-aQw,nGihqUtxJG-Jq3m8w38Ggw,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739905,1762752741972,1007856,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,sYQS9UcsNKPpbWhsd1p-7g,nGihqUtxJG-Jq3m8w38Ggw,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739905,1762752741971,1007856,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,A_t6aUGIBIsLC_nKklTgYQ,nGihqUtxJG-Jq3m8w38Ggw,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739910,1762752741972,1007858,current,4.344638824462891,8.689,Current,A,dwC1IBc9BEYZG-Q25kggmg,1Cs2GoTgpBUI2exfWDm80w,b-vrHzriZDw6pCaXFX0Lvg,600000,625,0.029367923736572266,4.894653956095377e-05,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739910,1762752741972,1007858,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,I-UWnUhuZPg70B2I-sNEpg,b-vrHzriZDw6pCaXFX0Lvg,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739910,1762752741972,1007858,sensor_battery_level,3.0,3.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,g4AGfFbDFPBaZ2VLxB46mg,b-vrHzriZDw6pCaXFX0Lvg,600000,625,-4.0,-0.006666666666666667,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739906,1762752741972,1007859,current,0.007680829614400864,0.015,Current,A,dwC1IBc9BEYZG-Q25kggmg,6g4MfYkvtLTJqjrmX9-WWA,y_Ypt-n8BPhaESWbw-FWnQ,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739906,1762752741972,1007859,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,pWuXdT9UxG8ZXFFrfxdimQ,y_Ypt-n8BPhaESWbw-FWnQ,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:32:19Z,1762752739000,1762752739906,1762752741972,1007859,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,Jz4-vxzL9GUrS6AqBw4DQw,y_Ypt-n8BPhaESWbw-FWnQ,600000,625,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039903,1762753040084,100783d,current,3.5937249660491943,7.187,Current,A,dwC1IBc9BEYZG-Q25kggmg,CdoGMRIzZIs74oBgZiJ1qQ,x0yUdAhTRCiLI2D-YaZNVg,600000,628,3.525952935218811,0.005876588225364685,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039902,1762753040084,100783d,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,2FBvHZCD1J3o1iXsuzBo0A,x0yUdAhTRCiLI2D-YaZNVg,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039902,1762753040083,100783d,sensor_battery_level,14.0,14.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,_q7u8YPLdL24YmiYnySYtA,x0yUdAhTRCiLI2D-YaZNVg,600000,628,-1.0,-0.0016666666666666668,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039902,1762753040083,100783d,sensor_signal_strength,93.0,93.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,Mpos3c9pxNAYWEuZRUEoUg,x0yUdAhTRCiLI2D-YaZNVg,600000,628,-2.0,-0.0033333333333333335,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039904,1762753040084,1007840,current,3.482578754425049,6.965,Current,A,dwC1IBc9BEYZG-Q25kggmg,TS-luonMtIf72e2TeBZq_g,Tbtwg6DuFI4LbyfgdN4miw,600000,628,2.6141931414604187,0.004356988569100698,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039904,1762753040084,1007840,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,DPc0MnjpBMGIttCAfMrfSg,Tbtwg6DuFI4LbyfgdN4miw,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039903,1762753040084,1007840,sensor_battery_level,53.0,53.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,H4Ub6okU5DCIM8PNkzWNdA,Tbtwg6DuFI4LbyfgdN4miw,600000,628,2.0,0.0033333333333333335,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039903,1762753040084,1007840,sensor_signal_strength,79.0,79.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,U-J9bBZR5BSLbQOLkzfTAw,Tbtwg6DuFI4LbyfgdN4miw,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039902,1762753040083,100784f,current,0.0067772031761705875,0.014,Current,A,dwC1IBc9BEYZG-Q25kggmg,ZIC23S1yNEQq_TRhGgBKlw,4sgRUMYEFKYLoxREI1Vz0g,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039902,1762753040083,100784f,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,uplGIn_gxNrIJG3n0alKZw,4sgRUMYEFKYLoxREI1Vz0g,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039868,1762753040083,100784f,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,C1GL3Rp2FMfLNbNzrWMatA,4sgRUMYEFKYLoxREI1Vz0g,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039901,1762753040083,100784f,sensor_signal_strength,80.0,80.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,m3Nb8GghpJsJ7qeVnDS5hQ,4sgRUMYEFKYLoxREI1Vz0g,600000,628,1.0,0.0016666666666666668,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039867,1762753040083,1007850,current,0.005873575806617737,0.012,Current,A,dwC1IBc9BEYZG-Q25kggmg,LdopL9xlJI86lCK0kkAncw,na6re--4tND6wpGUlHM_qQ,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039867,1762753040083,1007850,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,w2gd4_OLFH86k-uhwT1zdw,na6re--4tND6wpGUlHM_qQ,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039866,1762753040083,1007850,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,7s7eyzuJhH1rcV8OcZX3ow,na6re--4tND6wpGUlHM_qQ,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039867,1762753040083,1007850,sensor_signal_strength,81.0,81.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,hJlxnU4HFJb7blE75WBcEQ,na6re--4tND6wpGUlHM_qQ,600000,628,-2.0,-0.0033333333333333335,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039859,1762753040083,1007851,current,0.006325389724224806,0.013,Current,A,dwC1IBc9BEYZG-Q25kggmg,JVamvK5SNNCIkicPKMV09Q,xFS8WIvPlOwIgx66ZcNckQ,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039859,1762753040083,1007851,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,e-yfByVtFAXYO-udzOntJg,xFS8WIvPlOwIgx66ZcNckQ,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039859,1762753040082,1007851,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,qCAe0-7xNK9IxF3nKMEX1w,xFS8WIvPlOwIgx66ZcNckQ,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039859,1762753040083,1007851,sensor_signal_strength,87.0,87.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,KVBDmI50lIMr7SVcjwHFuQ,xFS8WIvPlOwIgx66ZcNckQ,600000,628,-1.0,-0.0016666666666666668,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039860,1762753040083,1007852,current,0.006325389724224806,0.013,Current,A,dwC1IBc9BEYZG-Q25kggmg,WGdNSOfVBPkY0_hNw4sgSg,ZtxDfo5NJAq5Ql5JiYRR0w,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039860,1762753040083,1007852,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,HHGskfThJDZ5dIZNrYaxhw,ZtxDfo5NJAq5Ql5JiYRR0w,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039860,1762753040083,1007852,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,9FS4SKl_dPnbikCy5538Qw,ZtxDfo5NJAq5Ql5JiYRR0w,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039860,1762753040083,1007852,sensor_signal_strength,89.0,89.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,hsU-ctKdJGpJNhJWzqG-fg,ZtxDfo5NJAq5Ql5JiYRR0w,600000,628,8.0,0.013333333333333334,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039903,1762753040084,1007854,current,4.370392322540283,8.741,Current,A,dwC1IBc9BEYZG-Q25kggmg,D-CXbgk2lHzI4oOIqgEMiA,R_s0lTzUVGK7dDH33VlfhA,600000,628,0.004518032073974609,7.530053456624349e-06,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039903,1762753040084,1007854,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,-us6seyg1Ae7gqnNByLtgg,R_s0lTzUVGK7dDH33VlfhA,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039903,1762753040084,1007854,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,gwKuUmHgBLo5KVOM4smSKg,R_s0lTzUVGK7dDH33VlfhA,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039903,1762753040084,1007854,sensor_signal_strength,92.0,92.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,d3MDc4Z65FMq5ctM5350Xw,R_s0lTzUVGK7dDH33VlfhA,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039866,1762753040083,1007857,current,0.030723318457603455,0.061,Current,A,dwC1IBc9BEYZG-Q25kggmg,bYGvAMZzNPaJGRVTpK7LdA,RlVz4n5eVFHJoOlG9qSWaQ,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039866,1762753040083,1007857,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,JFC0m90DpHqbshcdbx8OYQ,RlVz4n5eVFHJoOlG9qSWaQ,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039861,1762753040082,1007857,sensor_battery_level,90.0,90.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,LdiUnU8eRFbJBxIdRxGqOQ,RlVz4n5eVFHJoOlG9qSWaQ,600000,628,-1.0,-0.0016666666666666668,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039861,1762753040082,1007857,sensor_signal_strength,99.0,99.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,Z2-TK6HepM9K8INQB9xa7Q,RlVz4n5eVFHJoOlG9qSWaQ,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039861,1762753040083,100785a,current,0.006325389724224806,0.013,Current,A,dwC1IBc9BEYZG-Q25kggmg,dZQoZFX91ARKiIJ5CwA9LA,rpBBI466hDHa1rSk6bcDnw,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039860,1762753040083,100785a,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,R_ap_ojJ1Blb45TelwllbA,rpBBI466hDHa1rSk6bcDnw,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039860,1762753040083,100785a,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,4M7KHH8sRBJqkIV2gdoCrA,rpBBI466hDHa1rSk6bcDnw,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039860,1762753040083,100785a,sensor_signal_strength,75.0,75.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,z-QjVx6UxLvr302MqvTZ6Q,rpBBI466hDHa1rSk6bcDnw,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039905,1762753040084,1007862,current,0.07997099310159683,0.16,Current,A,dwC1IBc9BEYZG-Q25kggmg,oMo8oUzGJGfKNWWP7d058Q,LDmvYOIG5JO7fL4rcejbiQ,600000,628,0.018524356186389923,3.0873926977316535e-05,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039904,1762753040084,1007862,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,M9mZARUGZLU4Ps7wwFwBQg,LDmvYOIG5JO7fL4rcejbiQ,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039904,1762753040084,1007862,sensor_battery_level,62.0,62.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,T8uqx0yIxLJa6aXm1h24KA,LDmvYOIG5JO7fL4rcejbiQ,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039904,1762753040084,1007862,sensor_signal_strength,87.0,87.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,Q-vbAsuopDjZBrOR08SWxg,LDmvYOIG5JO7fL4rcejbiQ,600000,628,-1.0,-0.0016666666666666668,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039860,1762753040083,100786c,current,0.04201865941286087,0.084,Current,A,dwC1IBc9BEYZG-Q25kggmg,ESY-ilh8tNips2nNyhK8Cg,XfRbxb52xOu4EnMtn2DhHA,600000,628,0.0009036287665367126,1.5060479442278543e-06,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039859,1762753040083,100786c,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,NrPJeTzndNMZCKGED-PeEA,XfRbxb52xOu4EnMtn2DhHA,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039859,1762753040083,100786c,sensor_battery_level,81.0,81.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,4I1oYg7iBHxJjn_aKYNCjQ,XfRbxb52xOu4EnMtn2DhHA,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:37:19Z,1762753039000,1762753039859,1762753040083,100786c,sensor_signal_strength,89.0,89.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,tNkclw8XxPE7ygRDG6uccA,XfRbxb52xOu4EnMtn2DhHA,600000,628,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339865,1762753340186,1007842,current,0.005873575806617737,0.059,Current,,dwC1IBc9BEYZG-Q25kggmg,NU-_vRfc5KCJf2A4ksA7Yg,8_lcBmBHpJzZGuDdPUonZQ,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339865,1762753340186,1007842,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,JfI74iUT9K6atSJtMm0cyQ,8_lcBmBHpJzZGuDdPUonZQ,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339865,1762753340186,1007842,sensor_battery_level,60.0,60.0,Available Power To Transmit,,dwC1IBc9BEYZG-Q25kggmg,_S6eq431lH36zgc5OpkE6Q,8_lcBmBHpJzZGuDdPUonZQ,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339865,1762753340186,1007842,sensor_signal_strength,88.0,88.0,Signal Strength,,dwC1IBc9BEYZG-Q25kggmg,16dytywBpOtbFZV5N1Q9lg,8_lcBmBHpJzZGuDdPUonZQ,600000,631,-3.0,-0.005,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339866,1762753340187,1007845,current,0.005873575806617737,0.059,Current,,dwC1IBc9BEYZG-Q25kggmg,QWrks0cDBHbKfcmBUsRAbw,sucds3HIJDy5p-KC12WtZw,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339866,1762753340187,1007845,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,7-an9_pTJIhZ6NX0wgotag,sucds3HIJDy5p-KC12WtZw,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339865,1762753340186,1007845,sensor_battery_level,55.0,55.0,Available Power To Transmit,,dwC1IBc9BEYZG-Q25kggmg,w6Bymr7MNOxomMUL4qxURA,sucds3HIJDy5p-KC12WtZw,600000,631,1.0,0.0016666666666666668,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339865,1762753340186,1007845,sensor_signal_strength,83.0,83.0,Signal Strength,,dwC1IBc9BEYZG-Q25kggmg,IUA6xN2GxDEY5iy9IWJu_w,sucds3HIJDy5p-KC12WtZw,600000,631,-1.0,-0.0016666666666666668,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339866,1762753340186,1007853,current,0.006325389724224806,0.013,Current,A,dwC1IBc9BEYZG-Q25kggmg,wHfDQIJMlEToR3H-WNiBQA,uYFeYuxFxIaIPMOqEGwN_g,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339866,1762753340186,1007853,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,vcJANGO-NFsJFz_-n3B2xQ,uYFeYuxFxIaIPMOqEGwN_g,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339866,1762753340186,1007853,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,3erU48JL1BFZMd3hFlGmVA,uYFeYuxFxIaIPMOqEGwN_g,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339866,1762753340186,1007853,sensor_signal_strength,95.0,95.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,nKWW7-vKJGkqyw3IihtNrA,uYFeYuxFxIaIPMOqEGwN_g,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339867,1762753340186,1007855,current,0.9759172201156616,1.952,Current,A,dwC1IBc9BEYZG-Q25kggmg,dQQaMa1_pG1pLHhV4xaQtQ,qa68jXmyxDYpamM8h3bnFQ,600000,631,0.0009036064147949219,1.5060106913248697e-06,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339867,1762753340186,1007855,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,kXdlgmko1Hw7sPmcK2a_Ig,qa68jXmyxDYpamM8h3bnFQ,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339867,1762753340186,1007855,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,v523qNscJB9KtvKFIRBn2g,qa68jXmyxDYpamM8h3bnFQ,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339867,1762753340186,1007855,sensor_signal_strength,87.0,87.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,dUxwoPKLRM3adHXbieKAxw,qa68jXmyxDYpamM8h3bnFQ,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339864,1762753340186,1007856,current,0.8037762641906738,1.608,Current,A,dwC1IBc9BEYZG-Q25kggmg,PBq9VX0kFDEoEbEbpy-aQw,nGihqUtxJG-Jq3m8w38Ggw,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339863,1762753340186,1007856,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,sYQS9UcsNKPpbWhsd1p-7g,nGihqUtxJG-Jq3m8w38Ggw,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339863,1762753340186,1007856,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,A_t6aUGIBIsLC_nKklTgYQ,nGihqUtxJG-Jq3m8w38Ggw,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339863,1762753340186,1007856,sensor_signal_strength,87.0,87.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,zJOSxGqQNFyLTFCebifacg,nGihqUtxJG-Jq3m8w38Ggw,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339868,1762753340186,1007858,current,4.33243989944458,8.665,Current,A,dwC1IBc9BEYZG-Q25kggmg,1Cs2GoTgpBUI2exfWDm80w,b-vrHzriZDw6pCaXFX0Lvg,600000,631,-0.012198925018310547,-2.0331541697184246e-05,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339868,1762753340186,1007858,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,I-UWnUhuZPg70B2I-sNEpg,b-vrHzriZDw6pCaXFX0Lvg,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339868,1762753340186,1007858,sensor_battery_level,6.0,6.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,g4AGfFbDFPBaZ2VLxB46mg,b-vrHzriZDw6pCaXFX0Lvg,600000,631,3.0,0.005,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339868,1762753340186,1007858,sensor_signal_strength,65.0,65.0,Signal Strength,%,dwC1IBc9BEYZG-Q25kggmg,THVBhnH0dEfoSBM4dZR4Zw,b-vrHzriZDw6pCaXFX0Lvg,600000,631,1.0,0.0016666666666666668,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339864,1762753340186,1007859,current,0.007680829614400864,0.015,Current,A,dwC1IBc9BEYZG-Q25kggmg,6g4MfYkvtLTJqjrmX9-WWA,y_Ypt-n8BPhaESWbw-FWnQ,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339864,1762753340186,1007859,fault,0.0,0.0,Fault,,dwC1IBc9BEYZG-Q25kggmg,pWuXdT9UxG8ZXFFrfxdimQ,y_Ypt-n8BPhaESWbw-FWnQ,600000,631,0.0,0.0,regular_reading,udp4
2025-11-10T05:42:19Z,1762753339000,1762753339864,1762753340186,1007859,sensor_battery_level,100.0,100.0,Available Power To Transmit,%,dwC1IBc9BEYZG-Q25kggmg,Jz4-vxzL9GUrS6AqBw4DQw,y_Ypt-n8BPhaESWbw-FWnQ,600000,631,0.0,0.0,regular_reading,udp4
